"Student";"SelfPerf";"stud_diff_prof_no_perf";"stud_diff_prof_perf";"Professor";"prof_no_perf";"prof_perf";"harmonic_mean";"Subject";"sub_no_perf";"sub_perf";"stud_diff_subj_no_perf";"stud_diff_subj_perf";"C_12";"C_13";"C_14";"C_15";"C_16";"C_17";"C_18";"C_19";"C_20";"C_21";"C_22";"C_23";"C_24";"C_25";"C_26";"C_27";"C_28";"C_29";"C_30";"C_31";"C_32";"C_33";"C_34";"C_35";"C_36_Strength";"c37_Weaknesses";"student_sex";"Id_Fingerprint";"Id_Carrer";"Number_Enrollment";"Number_Repetition";"Number_Lost";"Id_Course";"Group";"Shared";"professor_sex";"Vinculacion";"Fecha_Ingreso";"professor_cat";"professor_dedic";"Professor_Dept"
57;4;0,55;0,69;53;-0,89;-0,69;"2,846";34;-1,52;-1,28;0,88;1,03;1;4;3;2;4;1;4;4;3;2;4;4;3;3;3;2;3;2;3;4;2;2;1;2;;"NO EXISTIO UN ACOMPAÑAMIENTO POR PARTE DEL DOCENTE EN LA SALIDA DE CAMPO, AFERRANDOSE UNICAMENTE AL PROTOCOLO DE LA GUIA";1;1124;5;8;1;0;244;1;0;1;"PLANTA";"1/2/2006 0:00:00";"ASOCIADO";"EXCLUSIVA";"BIOLOGIA"
58;4;0,92;1,06;53;-0,89;-0,69;"2,846";34;-1,52;-1,28;2,43;2,51;2;3;3;2;2;2;3;3;2;1;4;3;3;4;3;3;3;1;1;4;2;1;1;2;;"POCO ACOMPAÑAMIENTO. NO SE TIENE EN CUENTA EL TRABAJO EN CAMPO, NO HAY EQUIPOS NECESARIOS PARA LOS ANALISIS A REALIZAR";1;1124;5;8;1;0;244;1;0;1;"PLANTA";"1/2/2006 0:00:00";"ASOCIADO";"EXCLUSIVA";"BIOLOGIA"
59;3;-0,08;-0,33;53;-0,89;-0,69;"2,846";34;-1,52;-1,28;0,85;0,28;2;4;4;4;3;4;3;3;3;3;3;3;3;3;3;3;4;2;1;3;2;1;2;2;"BASTO CONOCIMIENTO DE PROYECTOS Y ESTUDIOS EN ECOSISTEMAS COSTEROS";"EL ABANDONO DURANTE EL ROCESAMIENTO DE MUESTRAS COLECTADAS. NO HAY CLASES SOBRE COMO DE DEBE PROCESAR Y TRATAR LAS MUESTRAS. EL DOCENTE SUPONE QUE UNO SABE DE MUCHOS CONTENIDOS QUE ABORDA LA ASIGNATURA QUE NO SON PRERREQUISITOS, COMO BIOLOGIA DE PROTISTOS";1;1144;5;12;1;0;244;1;0;1;"PLANTA";"1/2/2006 0:00:00";"ASOCIADO";"EXCLUSIVA";"BIOLOGIA"
60;4;-1,25;-1,08;59;0,06;0,29;"3,418";46;-1,08;-0,70;-0,71;-0,44;4;4;4;4;4;4;3;4;4;3;3;4;4;4;4;4;4;4;4;4;1;1;4;3;;;0;58;5;5;1;0;325;1;0;0;"PLANTA";"10/12/1996 0:00:00";"TITULAR";"EXCLUSIVA";"BIOLOGIA"
61;4;0,63;0,80;59;0,06;0,29;"3,418";46;-1,08;-0,70;-0,21;0,06;4;3;3;3;3;3;3;4;4;2;3;4;3;4;4;3;4;3;3;3;1;1;3;3;;;0;63;5;6;1;0;325;1;0;0;"PLANTA";"10/12/1996 0:00:00";"TITULAR";"EXCLUSIVA";"BIOLOGIA"
62;4;0,50;0,67;59;0,06;0,29;"3,418";46;-1,08;-0,70;1,14;1,38;4;3;4;3;3;4;3;3;3;2;3;4;2;2;4;4;4;3;3;4;2;1;3;3;"SE PREOCUPA POR CONTAGUIAR EL INTERES EN EL ESTUDIANTE EN LA INVESTIGACION DE LOS TEMAS QUE CORRESPONDE A LA MATERIA";"LOS SEMINARIOS ENTRE LAS CLASES TEORICA PUEDEN HACER QUE EL ESTUDIANTE PIERDA EL HILO DE LOS TEMAS TEORICOS, SIN EMBARGO LOS SEMINARIOS SI SON DE GRAN UTILIDAD, SOLO QUE DEBERIAN HACERCE TODOS AL FINAL DEL CURSO";0;63;5;6;1;0;325;1;0;0;"PLANTA";"10/12/1996 0:00:00";"TITULAR";"EXCLUSIVA";"BIOLOGIA"
63;4;-0,05;0,12;59;0,06;0,29;"3,418";46;-1,08;-0,70;1,14;1,37;4;3;4;4;3;3;3;3;3;2;4;4;3;4;4;4;4;4;3;3;1;1;3;3;;;0;63;5;6;1;0;325;1;0;0;"PLANTA";"10/12/1996 0:00:00";"TITULAR";"EXCLUSIVA";"BIOLOGIA"
64;4;-0,66;-0,48;59;0,06;0,29;"3,418";46;-1,08;-0,70;-0,61;-0,32;4;4;4;4;4;4;3;3;3;4;3;4;3;4;4;3;4;3;3;4;1;1;4;4;"ACCESIBLE, CON TEMATICA ENTENDIBLE E INTERESANTE";"SERIA VER GENETICA PRIMERA O AL TIEMPO";0;63;5;6;1;0;325;1;0;0;"PLANTA";"10/12/1996 0:00:00";"TITULAR";"EXCLUSIVA";"BIOLOGIA"
65;4;1,63;1,78;59;0,06;0,29;"3,418";46;-1,08;-0,70;1,08;1,30;4;3;3;3;3;3;2;3;2;2;2;3;2;3;3;2;4;3;4;4;1;1;2;4;"SE NOTA QUE TIENE BUEN MANEJO DEL TEMA";"A VECES ES COMPLICADO ENTRELAZAR LOS TEMAS DE LA ASIGNATURA, LO QUE HACE QUE A MEDIDA QUE AVANZA EL SEMESTRE, LOS TEMAS SE VUELVAN MAS INENTENDIBLES";0;70;5;7;1;0;325;1;0;0;"PLANTA";"10/12/1996 0:00:00";"TITULAR";"EXCLUSIVA";"BIOLOGIA"
66;4;-0,25;-0,06;59;0,06;0,29;"3,418";46;-1,08;-0,70;0,50;0,76;4;3;3;4;4;4;4;3;4;2;4;3;3;4;4;2;4;3;4;4;1;1;4;3;"PRESENTA UN ENTUSIASMO POR LA ASIGNATURA Y LO RELACIONA CON SU GRUPO DE INVESTIGACION, CONTROL DEL TEMA";"TAL VEZ QUE SOLO SE ESTUDIA DE UNOS TIPOS DE ENFERMEDADES QUE SON CONOCIDAS PERO CONSIDERO NECESARIO HABLAR Y CONOCER OTRAS ENFERMEDADES";0;70;5;7;1;0;325;1;0;0;"PLANTA";"10/12/1996 0:00:00";"TITULAR";"EXCLUSIVA";"BIOLOGIA"
67;4;-1,62;-1,43;59;0,06;0,29;"3,418";46;-1,08;-0,70;-2,53;-2,18;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;2;2;3;1;1;4;4;"MANEJO DEL TEMA DIDACTISMO, DIFERENTES ACTIVIDADES PRACTICAS, HACIENDO ASI QUE SE ENTIENDE MEJOR LOS TEMAS";;0;75;5;8;1;0;325;1;0;0;"PLANTA";"10/12/1996 0:00:00";"TITULAR";"EXCLUSIVA";"BIOLOGIA"
68;3;0,29;0,06;59;0,06;0,29;"3,418";46;-1,08;-0,70;0,60;0,14;4;4;4;4;4;4;3;3;3;3;3;3;3;2;4;3;3;3;3;3;1;1;3;3;"MANEJO DEL TEMA, PREPARACION DE CLASES";;0;83;5;9;1;0;325;1;0;0;"PLANTA";"10/12/1996 0:00:00";"TITULAR";"EXCLUSIVA";"BIOLOGIA"
69;2;-2,09;-2,69;59;0,06;0,29;"3,418";46;-1,08;-0,70;-2,54;-3,56;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;2;4;4;;;1;1107;5;6;1;0;325;1;0;0;"PLANTA";"10/12/1996 0:00:00";"TITULAR";"EXCLUSIVA";"BIOLOGIA"
70;4;1,42;1,58;59;0,06;0,29;"3,418";46;-1,08;-0,70;1,14;1,38;3;3;3;3;3;3;2;3;3;2;3;3;3;3;2;3;4;3;3;3;1;1;3;3;;;1;1109;5;6;1;0;325;1;0;0;"PLANTA";"10/12/1996 0:00:00";"TITULAR";"EXCLUSIVA";"BIOLOGIA"
71;4;0,91;1,09;59;0,06;0,29;"3,418";46;-1,08;-0,70;0,58;0,82;4;3;3;3;3;4;3;3;3;2;3;3;1;3;4;3;4;4;4;4;1;1;3;4;;"FALTA DE ORGANIZACION PARA LA PRESENTADA DE TEMAS U DIFICULTAD PARA SU ENTENDIMIENTO";1;1109;5;6;1;0;325;1;0;0;"PLANTA";"10/12/1996 0:00:00";"TITULAR";"EXCLUSIVA";"BIOLOGIA"
72;4;-0,07;0,08;59;0,06;0,29;"3,418";46;-1,08;-0,70;-0,71;-0,43;4;3;4;3;4;4;3;4;4;3;4;4;3;4;4;3;4;3;4;4;1;1;3;3;"EL ANIMO DE LA ASIGNATURA EXTRAPOLANDOLA CON SU CAMPO DE ESTUDIO, PROMOVER A LOS ESTUDIANTES A INVESTIGAR DEBIDO A QUE CONSTANTEMENTE MUESTRA LAS UTILIDADES DE LA ASIGNATURA";"A VECES DISPERSA UN POCO";1;1109;5;6;1;0;325;1;0;0;"PLANTA";"10/12/1996 0:00:00";"TITULAR";"EXCLUSIVA";"BIOLOGIA"
73;1;0,65;-0,93;59;0,06;0,29;"3,418";46;-1,08;-0,70;2,27;-0,21;4;4;4;4;4;4;2;2;3;2;1;3;3;3;3;3;4;3;3;4;1;2;2;2;"TIENE ANIMO Y DEMUESTRA SU PASION, PERO INTENTA SIEMPRE SIMPLIFICAR E ILUSTRAR Y COMPLEMETAR TODO LO ENSEÑADO";"NO ME LLAMA PARA NADA LA ATENCION LA MATERIA COMO ESTA DADA, EL ENFOQUE INTERDICIPLINAR ES NULO, POR LO QUE AL NO COMPLEMENTARLO NO ME INTERESA";1;1113;5;7;1;0;325;1;0;0;"PLANTA";"10/12/1996 0:00:00";"TITULAR";"EXCLUSIVA";"BIOLOGIA"
74;3;-0,88;-1,09;59;0,06;0,29;"3,418";46;-1,08;-0,70;-1,48;-1,82;4;4;3;4;4;4;4;4;4;4;4;3;4;4;4;4;4;3;4;4;1;1;3;3;"CONOCIMIENTO PROFUNDO DEL TEMA Y USO DE DIFERENTES EJEMPLOS QUE LE PERMITEN UNA CLARA VISUALIZACION DE LOS TEMAS DE LA ASIGNATURA";"QUE LOS PARCIALES NO INCLUYAN TANTOS TEMAS YA QUE ES DIFICIL LA ORGANIZACION DE LA INFORMACION. SI SE VA A REALIZAR UNA ACTIVIDAD PRE PARCIAL, QUE SE RELACIONE MAS CON EL PARCIAL A EVALUAR";1;1114;5;7;1;0;325;1;0;0;"PLANTA";"10/12/1996 0:00:00";"TITULAR";"EXCLUSIVA";"BIOLOGIA"
75;3;0,34;0,11;59;0,06;0,29;"3,418";46;-1,08;-0,70;0,55;0,12;4;4;4;4;2;3;3;4;3;2;4;2;3;3;4;4;4;3;3;3;1;1;3;3;"DA LA CLASE DE FORMA TRANQUILA Y PERMITE LAS PREGUNTAS POR PARTE DE LOS ESTUDIANTES";"NO PERMITIO MUCHO LA INTERACCION DE LOS CONOCIMIENTOS ADQUIRIDOS EN OTRAS MATERIAS, CON LOS TEMAS VISTOS EN ESTA ASIGNATURA";1;1114;5;7;1;0;325;1;0;0;"PLANTA";"10/12/1996 0:00:00";"TITULAR";"EXCLUSIVA";"BIOLOGIA"
76;4;0,86;1,02;59;0,06;0,29;"3,418";46;-1,08;-0,70;1,04;1,26;4;3;3;4;3;4;3;3;2;3;3;3;3;2;3;4;3;3;4;3;1;1;3;3;"LA PROFESORA TIENE UN ALTO DOMINIO DE LOS TEMAS Y SABE TRASMITIRLOS CON CLARIDAD";"EL PLANTEAMIENTO DE LOS PARCIALES ES UN POCO CONFUSO";1;1115;5;7;1;0;325;1;0;0;"PLANTA";"10/12/1996 0:00:00";"TITULAR";"EXCLUSIVA";"BIOLOGIA"
77;3;-0,43;-0,64;59;0,06;0,29;"3,418";46;-1,08;-0,70;1,13;0,67;4;4;4;4;4;4;3;2;3;3;3;3;4;3;4;3;4;4;4;4;2;2;4;3;"LAS CLASES SON MU CLARAS BIEN ESTRUCTURADAS Y LA PROFESORA EXPLICA EL TIEMPO QUE SEA NECESARIO";;1;1123;5;8;1;0;325;1;0;0;"PLANTA";"10/12/1996 0:00:00";"TITULAR";"EXCLUSIVA";"BIOLOGIA"
78;4;-0,30;-0,12;59;0,06;0,29;"3,418";46;-1,08;-0,70;1,14;1,39;4;4;3;4;4;3;3;3;3;2;4;4;3;4;4;4;4;3;3;3;1;1;3;3;"LA DOCENTE SE PREOCUPA POR EL APRENDIZAJE DE TODOS  SUS ESTUDIANTES";"SE DEBEN PROFUNDIZAR ALGUNOS TEMAS QUE SON MAS PROPIOS DE LA ASIGNATURA";1;1135;5;10;1;0;325;1;0;0;"PLANTA";"10/12/1996 0:00:00";"TITULAR";"EXCLUSIVA";"BIOLOGIA"
79;4;0,28;0,45;59;0,06;0,29;"3,418";46;-1,08;-0,70;-0,01;0,26;4;4;4;4;4;4;2;4;3;3;2;2;1;4;4;3;4;3;3;3;1;1;3;3;"MUESTRA INTERES EN DICTAR LOS TEMAS DE LA ASIGNATURA E INTENTA COLABORAR EN TODO LO NECESARIO A LOS ESTUDIANTES, EL TEMA DE LA ASIGNATURA ES INTERESNTE Y UTIL";"EL DOCENTE EN MUCHAS OCACIONES DEDICA TIEMPO A TEMAS QUE APESAR DE ESTAR RELACIONADOS CON LA ASIGNATURA NO CORRSPONDE AL TEMA PROPIO DE LA MISMA";1;1135;5;10;1;0;325;1;0;0;"PLANTA";"10/12/1996 0:00:00";"TITULAR";"EXCLUSIVA";"BIOLOGIA"
80;4;-0,51;-0,46;27;1,75;1,82;"3,864";56;0,92;1,03;-0,16;-0,05;4;4;4;4;4;4;4;3;4;4;4;4;4;3;4;4;4;3;3;3;1;1;4;4;"SABE EXPLICAR, SU PASION POR LO QUE HACE , LE IMPORTA QUE LOS ESTUDIANTES APRENDAN";;0;75;5;8;1;0;390;1;0;1;"PLANTA";"3/8/2000 0:00:00";"ASOCIADO";"EXCLUSIVA";"BIOLOGIA"
81;4;-1,16;-1,11;27;1,75;1,82;"3,864";56;0,92;1,03;-0,17;-0,08;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;2;3;4;1;1;4;4;;;0;75;5;8;1;0;390;1;0;1;"PLANTA";"3/8/2000 0:00:00";"ASOCIADO";"EXCLUSIVA";"BIOLOGIA"
82;4;-1,18;-1,09;27;1,75;1,82;"3,864";56;0,92;1,03;-1,45;-1,31;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;1;1;4;4;"EL CONTENIDO DE LA ASIGNATURA ES EXELENTE, AYUDA A INTEGRAR CONOCIMIENTOS DE LA CARRERA";"ALGUNAS VECES NO SE LE ENTIENDEN ALGUNA ASIGNACIONES, PERO SIEMPRE ESTA ATENTO A ACLARAR TODAS LAS DUDAS, EN GENERAL ES MUY BUEN DOCENTE";0;84;5;9;1;0;390;1;0;1;"PLANTA";"3/8/2000 0:00:00";"ASOCIADO";"EXCLUSIVA";"BIOLOGIA"
83;4;-0,53;-0,48;27;1,75;1,82;"3,864";56;0,92;1,03;-1,48;-1,32;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;3;4;1;1;4;4;;;1;1124;5;8;1;0;390;1;0;1;"PLANTA";"3/8/2000 0:00:00";"ASOCIADO";"EXCLUSIVA";"BIOLOGIA"
84;4;2,02;2,04;27;1,75;1,82;"3,864";56;0,92;1,03;1,55;1,56;3;3;3;3;3;3;3;3;3;3;4;4;3;4;4;4;4;2;3;3;1;1;3;4;;;1;1129;5;9;1;0;390;1;0;1;"PLANTA";"3/8/2000 0:00:00";"ASOCIADO";"EXCLUSIVA";"BIOLOGIA"
85;3;-1,17;-1,33;27;1,75;1,82;"3,864";56;0,92;1,03;-1,48;-1,73;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;3;3;1;1;4;4;;;1;1154;5;16;2;1;390;1;0;1;"PLANTA";"3/8/2000 0:00:00";"ASOCIADO";"EXCLUSIVA";"BIOLOGIA"
86;4;1,52;1,33;110;0,91;0,74;"3,676";75;0,60;0,29;1,66;1,37;4;2;3;3;3;4;4;2;4;3;4;4;3;4;3;2;2;2;3;3;2;1;3;3;"Enseñan Tecnicas que se pueden aplicar en la vida laboral";"Falta de responsabilidades por parte de bienestar universitario a la hora de cuadrar salidas.";0;39;5;2;1;0;432;1;0;1;"PLANTA";"15/9/1994 0:00:00";"ASOCIADO";"EXCLUSIVA";"BIOLOGIA"
87;4;0,31;0,16;110;0,91;0,74;"3,676";75;0,60;0,29;3,05;2,72;4;4;4;4;3;4;3;3;3;2;3;4;4;3;4;4;4;3;3;4;1;1;3;2;"Es claro en sus explicaciones, y es accesible para las dudas de los estudiantes";"Me parece Que debería implementar contenido estadístico, enseñar un poco como aplicarlo en la asignatura.";0;51;5;4;1;0;432;1;0;1;"PLANTA";"15/9/1994 0:00:00";"ASOCIADO";"EXCLUSIVA";"BIOLOGIA"
88;5;-1,03;-0,64;110;0,91;0,74;"3,676";75;0,60;0,29;-0,32;0,40;4;4;4;4;4;4;3;3;4;4;4;4;4;4;4;4;4;3;3;3;2;2;4;4;"Compromiso con la enseñanza del estudio de la vida silvestre";"Ninguna";0;52;5;4;1;0;432;1;0;1;"PLANTA";"15/9/1994 0:00:00";"ASOCIADO";"EXCLUSIVA";"BIOLOGIA"
89;5;-0,50;-0,11;110;0,91;0,74;"3,676";75;0,60;0,29;-1,59;-0,96;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;2;4;3;3;4;2;2;4;4;"Las fortalezas del docente son principalmente el compromiso y entusiasmo acerca de los temas tratados, y de la asignatura en la práctica en campo que permite desarrollar habilidades tanto en grupo como individuales acerca del comportamiento animal.";"La asignatura ve obstaculizados sus objetivos por la falta de disponibilidad de transporte.";0;52;5;4;1;0;432;1;0;1;"PLANTA";"15/9/1994 0:00:00";"ASOCIADO";"EXCLUSIVA";"BIOLOGIA"
90;4;-0,57;-0,70;110;0,91;0,74;"3,676";75;0,60;0,29;-1,62;-1,65;4;3;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;3;2;3;2;2;4;4;"El aprendizaje ha ido de la mano con la práctica en salidas de campo";"Falta de cumplimiento por parte de transporte para las salidas de campo planeadas con anterioridad";0;63;5;6;1;0;432;1;0;1;"PLANTA";"15/9/1994 0:00:00";"ASOCIADO";"EXCLUSIVA";"BIOLOGIA"
91;4;-1,03;-1,12;110;0,91;0,74;"3,676";75;0,60;0,29;-1,62;-1,63;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;4;4;"El trabajo en campo, la metodología del trabajo de campo";;0;63;5;6;1;0;432;1;0;1;"PLANTA";"15/9/1994 0:00:00";"ASOCIADO";"EXCLUSIVA";"BIOLOGIA"
92;4;0,95;0,78;110;0,91;0,74;"3,676";75;0,60;0,29;2,40;2,07;4;4;4;4;4;4;3;2;3;3;4;3;3;3;4;1;3;2;2;3;2;1;3;3;"Dedicación";"Monotonia";0;84;5;9;1;0;432;1;0;1;"PLANTA";"15/9/1994 0:00:00";"ASOCIADO";"EXCLUSIVA";"BIOLOGIA"
93;4;0,88;0,71;110;0,91;0,74;"3,676";75;0,60;0,29;-1,60;-1,66;4;3;3;4;4;4;4;4;4;4;4;3;3;2;3;3;4;4;4;4;2;1;4;4;"Es una materia muy buena para poner en practica la toria de la carrera";"Falta una salida de campo, para mayor aprendizaje de lo visto";0;89;5;10;1;0;432;1;0;1;"PLANTA";"15/9/1994 0:00:00";"ASOCIADO";"EXCLUSIVA";"BIOLOGIA"
94;4;-0,23;-0,35;110;0,91;0,74;"3,676";75;0,60;0,29;0,86;0,58;4;3;4;4;4;4;4;2;4;3;4;4;3;4;3;4;4;3;3;4;2;2;4;4;"La manera en la que imparte su conocimiento y experiencias, y el entusiasmo en cada actividad";"Las cosas que el profesor no controla, los buses, daños en equipos, etc.";0;875;78;2;1;0;432;1;0;1;"PLANTA";"15/9/1994 0:00:00";"ASOCIADO";"EXCLUSIVA";"BIOLOGIA"
95;4;-1,03;-1,12;110;0,91;0,74;"3,676";75;0,60;0,29;0,87;0,62;4;3;4;4;4;4;4;2;4;3;4;4;4;4;4;4;4;3;3;3;2;1;4;4;"Compromiso, motivación, claridad, pocas clases como estas";"Falta de apoyo por la Universidad u organización para las salidas. Hacen falta cursos que profundicen o complementen la temática";1;1096;5;4;1;0;432;1;0;1;"PLANTA";"15/9/1994 0:00:00";"ASOCIADO";"EXCLUSIVA";"BIOLOGIA"
96;4;0,37;0,22;110;0,91;0,74;"3,676";75;0,60;0,29;0,52;0,29;4;3;4;4;4;4;4;4;4;3;4;4;4;3;4;3;3;3;3;3;2;1;3;3;"REALIZAR SALIDAS DE CAMPO QUE FORTALECEN EL APRENDIZAJE";"CLASES MONOTONAS";1;1096;5;4;1;0;432;1;0;1;"PLANTA";"15/9/1994 0:00:00";"ASOCIADO";"EXCLUSIVA";"BIOLOGIA"
97;5;-0,10;0,31;110;0,91;0,74;"3,676";75;0,60;0,29;-1,60;-0,94;4;4;4;4;3;4;4;4;4;4;4;4;4;2;4;4;2;3;3;4;2;2;4;4;"Incentiva adecuadamente a los estudiantes para que se interesen en las tematicas relacionadas con la asignatura";"no hubo transporte para una salida de campo que se hiba a realizar y otra tubo que ser pspuesta por la misma razón.";1;1097;5;4;1;0;432;1;0;1;"PLANTA";"15/9/1994 0:00:00";"ASOCIADO";"EXCLUSIVA";"BIOLOGIA"
98;5;-0,23;0,19;110;0,91;0,74;"3,676";75;0,60;0,29;-1,61;-0,96;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;3;4;3;2;4;2;2;4;4;"La calida del contenido y la organización de las actividades";"La entrega de las notas es relativamente larga, considerando un tiempo oportuno para su entrega";1;1097;5;4;1;0;432;1;0;1;"PLANTA";"15/9/1994 0:00:00";"ASOCIADO";"EXCLUSIVA";"BIOLOGIA"
99;4;-0,52;-0,66;110;0,91;0,74;"3,676";75;0,60;0,29;0,59;0,33;4;4;4;4;4;3;4;4;3;4;4;4;4;2;4;4;4;4;3;4;1;1;4;3;"El contenido de esta asignatura complementa otras asignaturas que son importantes en mi formación profesional.";"Pese a que prepara las clases, siguen pareciendo muy improvisadas.";1;1103;5;5;1;0;432;1;0;1;"PLANTA";"15/9/1994 0:00:00";"ASOCIADO";"EXCLUSIVA";"BIOLOGIA"
100;4;0,69;0,54;110;0,91;0,74;"3,676";75;0,60;0,29;-0,32;-0,51;4;3;4;4;4;3;4;3;4;4;4;3;4;3;4;2;3;3;3;2;2;1;4;4;"Metodos de estudio para temas vistos en clase";;1;1109;5;6;1;0;432;1;0;1;"PLANTA";"15/9/1994 0:00:00";"ASOCIADO";"EXCLUSIVA";"BIOLOGIA"
101;5;1,29;1,77;110;0,91;0,74;"3,676";75;0,60;0,29;0,53;1,33;4;4;4;4;3;3;3;4;4;3;4;3;3;2;4;3;3;3;3;3;2;2;3;3;"La aplicabilidad y relación con otros campos del conocimiento";"De antemano el profesor programa las salidas pero es importante el compromiso de la oficina de transportes para asegurar el cumplimiento y desarrollo de las prácticas programadas. En 2 ocasiones se cancelaron salidas.";1;1110;5;6;1;0;432;1;0;1;"PLANTA";"15/9/1994 0:00:00";"ASOCIADO";"EXCLUSIVA";"BIOLOGIA"
102;4;-1,62;-1,64;110;0,91;0,74;"3,676";75;0,60;0,29;-1,61;-1,65;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;2;1;4;4;"Un buen dominio del tema y una excelente actitud a la hora de abordar los temas";"Ninguna";1;1145;5;12;1;0;432;1;0;1;"PLANTA";"15/9/1994 0:00:00";"ASOCIADO";"EXCLUSIVA";"BIOLOGIA"
103;4;-0,58;-0,70;110;0,91;0,74;"3,676";75;0,60;0,29;-0,33;-0,52;4;3;4;4;4;4;4;3;4;4;4;4;4;4;4;3;4;3;4;4;2;2;4;4;"Las practicas complementan la teoría vista en clase";;1;2451;78;2;1;0;432;1;0;1;"PLANTA";"15/9/1994 0:00:00";"ASOCIADO";"EXCLUSIVA";"BIOLOGIA"
104;4;1,24;1,16;99;0,25;0,18;"3,434";76;-0,57;-0,71;-0,35;-0,44;3;3;2;4;3;3;3;4;4;3;4;4;2;3;3;3;4;3;3;2;2;2;3;3;"La asignatura cuenta con gran aplicabilidad en mi carrera y futuro profesional. El docente conoce muchisimo en el tema";"Aunque los conocimientos del docente son muy amplios, debe buscarse una forma más ""pedagogica"" de transmitirlos a sus estudiantes";0;63;5;6;1;0;436;1;0;1;"PLANTA";"16/10/1975 0:00:00";"ASOCIADO";"EXCLUSIVA";"BIOLOGIA"
105;4;0,81;0,72;99;0,25;0,18;"3,434";76;-0,57;-0,71;1,55;1,36;4;3;4;4;4;4;3;3;3;2;2;3;3;3;3;3;3;3;2;3;2;2;3;3;"Puntual, responsable. La asignatura es interesante y útil para la vida diaria y profesional";;0;63;5;6;1;0;436;1;0;1;"PLANTA";"16/10/1975 0:00:00";"ASOCIADO";"EXCLUSIVA";"BIOLOGIA"
106;4;0,69;0,61;99;0,25;0,18;"3,434";76;-0,57;-0,71;1,56;1,37;4;3;4;4;3;4;2;3;3;2;3;3;4;3;4;3;3;2;3;1;2;2;3;3;;;0;70;5;7;1;0;436;1;0;1;"PLANTA";"16/10/1975 0:00:00";"ASOCIADO";"EXCLUSIVA";"BIOLOGIA"
107;5;-0,74;-0,21;99;0,25;0,18;"3,434";76;-0,57;-0,71;-2,27;-1,40;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;3;3;4;4;4;2;2;4;4;"Al profesor se le nota el conocimiento y la pasión por el tema, es muy amable y está dispuesto a resolver dudas.";"Cumplir un pococ mejor con el cronograma del curso";0;71;5;7;1;0;436;1;0;1;"PLANTA";"16/10/1975 0:00:00";"ASOCIADO";"EXCLUSIVA";"BIOLOGIA"
108;4;-0,08;-0,15;99;0,25;0,18;"3,434";76;-0,57;-0,71;0,37;0,23;4;4;4;4;4;4;3;3;4;3;4;4;3;4;3;2;3;3;3;3;2;1;4;3;"Es una persona muy amable, que permite la comunicación docente-estudiante y permite el facil acceso al conocimiento dado que sus actividades son muy practicos.";;0;533;39;6;1;0;436;1;0;1;"PLANTA";"16/10/1975 0:00:00";"ASOCIADO";"EXCLUSIVA";"BIOLOGIA"
109;4;-1,48;-1,50;99;0,25;0,18;"3,434";76;-0,57;-0,71;-0,35;-0,44;4;4;4;4;4;4;4;4;4;3;4;4;3;4;4;4;4;3;3;2;2;1;4;3;"El apoyo constante a las dudas y aclaraciones que se realizan es bueno y competenete, esta abierto a colaborar e influye en el entusiasmo por aprender";"Organizar un poco mejor el tiempo en el laboratorio.";0;535;39;7;1;0;436;1;0;1;"PLANTA";"16/10/1975 0:00:00";"ASOCIADO";"EXCLUSIVA";"BIOLOGIA"
110;5;-0,68;-0,13;99;0,25;0,18;"3,434";76;-0,57;-0,71;-2,25;-1,39;4;4;4;4;4;4;4;4;4;4;2;4;3;4;4;3;4;4;4;3;2;1;4;4;"Se desarrollan espacios aptos para realizar prácticas";;0;541;39;11;1;0;436;1;0;1;"PLANTA";"16/10/1975 0:00:00";"ASOCIADO";"EXCLUSIVA";"BIOLOGIA"
111;4;0,60;0,52;99;0,25;0,18;"3,434";76;-0,57;-0,71;1,52;1,34;4;3;3;4;4;4;2;2;3;3;4;3;2;4;3;2;4;4;4;4;2;2;4;3;"Dedica tiempo a explicar los procesos y técnicas implementados en el laboratorio. Adicionalmente muestra interes por el aprendizaje de los estudiantes";"Las tematicas aveces no son claras";1;1115;5;7;1;0;436;1;0;1;"PLANTA";"16/10/1975 0:00:00";"ASOCIADO";"EXCLUSIVA";"BIOLOGIA"
112;4;-0,72;-0,78;99;0,25;0,18;"3,434";76;-0,57;-0,71;-1,16;-1,22;4;4;4;4;4;4;4;4;4;3;3;3;2;4;4;4;4;3;2;1;2;2;4;4;"Sabe mucho y siempre resuelve dudas";"Ninguna";1;1115;5;7;1;0;436;1;0;1;"PLANTA";"16/10/1975 0:00:00";"ASOCIADO";"EXCLUSIVA";"BIOLOGIA"
