"Student";"SelfPerf";"stud_diff_prof_no_perf";"stud_diff_prof_perf";"Professor";"prof_no_perf";"prof_perf";"harmonic_mean";"Subject";"sub_no_perf";"sub_perf";"stud_diff_subj_no_perf";"stud_diff_subj_perf";"C_12";"C_13";"C_14";"C_15";"C_16";"C_17";"C_18";"C_19";"C_20";"C_21";"C_22";"C_23";"C_24";"C_25";"C_26";"C_27";"C_28";"C_29";"C_30";"C_31";"C_32";"C_33";"C_34";"C_35";"C_36_Strength";"c37_Weaknesses";"student_sex";"Id_Fingerprint";"Id_Carrer";"Number_Enrollment";"Number_Repetition";"Number_Lost";"Id_Course";"Group";"Shared";"professor_sex";"Vinculacion";"Fecha_Ingreso";"professor_cat";"professor_dedic";"Professor_Dept"
1119;4;0,55;0,82;83;-2,43;-2,06;"2,152";59;-2,18;-1,63;-0,81;-0,41;4;4;1;4;1;2;2;3;3;3;1;3;2;1;1;1;4;4;3;4;2;1;2;4;"PUNTUALIDAD,ATENTO PARA RESO9LVER DUDAS, CREE EN LA AUTOSUFICIENCIA DEL APRENDIZAJE";"PARECE QUE NO PREPARA LAS CLASES. LA EVALUACION ES EN 90% MEMORIA";1;1857;41;6;1;0;402;1;0;1;"PLANTA";"19/8/2014 0:00:00";"ASISTENTE";"EXCLUSIVA";"MATEMATICAS"
1120;3;-0,96;-1,06;83;-2,43;-2,06;"2,152";59;-2,18;-1,63;-1,52;-1,74;4;4;3;4;1;3;3;4;3;3;3;3;3;4;3;1;1;3;3;4;2;2;3;4;"BASTO CONOCIMIENTO";;1;1859;41;6;2;1;402;1;0;1;"PLANTA";"19/8/2014 0:00:00";"ASISTENTE";"EXCLUSIVA";"MATEMATICAS"
1121;3;-0,24;-0,35;83;-2,43;-2,06;"2,152";59;-2,18;-1,63;0,22;-0,08;4;4;4;3;1;3;3;3;2;3;1;1;3;2;2;1;3;3;3;3;2;1;3;3;;;1;1859;41;6;2;1;402;1;0;1;"PLANTA";"19/8/2014 0:00:00";"ASISTENTE";"EXCLUSIVA";"MATEMATICAS"
1122;3;-1,06;-1,16;83;-2,43;-2,06;"2,152";59;-2,18;-1,63;1,39;1,04;4;4;4;4;2;3;2;2;2;2;1;1;2;4;3;4;4;3;3;3;2;1;3;3;;;1;1865;41;7;1;0;402;1;0;1;"PLANTA";"19/8/2014 0:00:00";"ASISTENTE";"EXCLUSIVA";"MATEMATICAS"
1123;3;-2,18;-2,26;83;-2,43;-2,06;"2,152";59;-2,18;-1,63;-0,84;-1,11;4;4;4;4;4;4;3;4;3;3;3;2;3;4;4;3;4;3;3;3;2;1;3;3;;"EVALUACIONES DE TALLERES, NO SOLO PARCIALES, PARA MEJOR APRENDIZAJE";1;1869;41;7;2;1;402;1;0;1;"PLANTA";"19/8/2014 0:00:00";"ASISTENTE";"EXCLUSIVA";"MATEMATICAS"
1124;3;1,93;1,80;83;-2,43;-2,06;"2,152";59;-2,18;-1,63;3,03;2,66;3;1;3;3;1;1;1;2;2;1;1;1;1;2;1;1;2;2;3;2;2;1;1;1;;"EDMASIADO CONTENIDO, EN POCO TIEMPO QUE DA EL SEMESTRE, EL MALGENIO";1;1870;41;7;3;1;402;1;0;1;"PLANTA";"19/8/2014 0:00:00";"ASISTENTE";"EXCLUSIVA";"MATEMATICAS"
1125;4;0,03;0,33;83;-2,43;-2,06;"2,152";59;-2,18;-1,63;0,28;0,67;4;4;4;4;1;3;2;3;3;2;1;1;2;2;1;3;1;3;3;3;2;1;3;3;"PUNTUALIDAD A LA HORA DE CLASE";"FALTA DE EJERCICIOS EN CLASE Y TRABAJO EN GRUPO";1;1882;41;9;2;1;402;1;0;1;"PLANTA";"19/8/2014 0:00:00";"ASISTENTE";"EXCLUSIVA";"MATEMATICAS"
1126;4;-0,17;3,0e-03;112;-0,49;-0,28;"3,145";80;-0,55;-0,33;0,36;0,49;3;4;2;4;3;4;3;3;4;3;4;2;3;4;4;4;4;3;3;4;2;2;3;3;"PACIENTE E INTERESADO EN EL APRENDIZAJE POR PARTE DE LOS ESTUDIANTES";"AVECES NO SABIA COMO DIRIGIR LA CLASE , ED EVITAR PERDIDA DE TIEMPO PARA ENFOCARSE CON LOS TEMAS DE CLASE";0;821;66;3;1;0;448;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"MATEMATICAS"
1127;2;0,78;-0,12;112;-0,49;-0,28;"3,145";80;-0,55;-0,33;0,42;-1,09;4;3;3;3;1;4;3;3;3;3;1;1;3;4;3;3;3;1;3;3;2;1;4;4;"SON COSAS MUY DIFERENTES, EL DOCENTE ES MUY BUENO, A LA ASIGNATURA LE HACE FALTA UN POCO MAS DE CONTINUIDAD EN LOS TEMAS";"NUEVAMENTE , COSAS MUY DIFERENTES EL DOCENTE Y LA ASIGNATURA";1;1341;26;10;1;0;448;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"MATEMATICAS"
1128;4;0,68;0,85;112;-0,49;-0,28;"3,145";80;-0,55;-0,33;0,96;1,08;3;2;3;3;3;3;3;4;3;2;3;2;3;3;4;4;4;4;4;4;2;2;3;3;"CONOCIMIENTO DEL TEMA Y RECURSIVIDAD";"COMBINACION TEORICO PRACTICA DE LAS CLASES TEMAS PENDIENTES POR REVISAR";1;2365;66;3;1;0;448;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"MATEMATICAS"
1129;4;1,04;1,20;112;-0,49;-0,28;"3,145";80;-0,55;-0,33;2,57;2,64;4;4;3;3;3;3;2;3;3;1;3;2;2;2;4;2;4;1;1;3;2;2;2;2;"A PESAR DE QUE EL PROFESOR MOSTRO ENTUSIASMO FALTO RIGUROSIDAD EN LOS TEMAS";"FALTARON TEMAS POR VER Y LA PRFUNDIDAD DE LOS TEMAS QUE SE VIERON NO FUE SUFICIENTE";1;2365;66;3;1;0;448;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"MATEMATICAS"
1130;4;-0,07;0,08;112;-0,49;-0,28;"3,145";80;-0,55;-0,33;-0,33;-0,17;4;4;4;4;2;4;3;4;4;3;2;3;3;3;4;4;3;4;4;4;2;2;3;3;"CONOCIMIENTO DEL TEMA";"SE ENREDA UN POCO AL TRATAR DE EXPLICAR ALGUNAS COSAS PERO EN GENERAL MUY BUENO";1;2365;66;3;1;0;448;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"MATEMATICAS"
1131;4;-1,62;-1,45;112;-0,49;-0,28;"3,145";80;-0,55;-0,33;-2,23;-1,97;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;2;1;3;4;"CONOCIMIENTO";"MAYOR CLARIDAD EN LAS EXPLICACIONES";1;2365;66;3;1;0;448;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"MATEMATICAS"
1132;4;-0,73;-0,81;65;1,41;1,26;"3,782";103;0,87;0,72;-0,16;-0,24;4;4;4;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;2;2;4;4;"MUESTRA MUCHO ENTUSIASMO Y DEDICACION POR LO QUE HACE";;0;136;17;1;1;0;578;1;0;1;"PLANTA";"2/8/1999 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
1133;5;-0,12;0,28;65;1,41;1,26;"3,782";103;0,87;0,72;-1,51;-0,82;4;4;4;4;4;4;4;4;4;4;2;4;4;4;1;4;4;3;2;4;2;2;4;4;;;1;1203;17;1;1;0;578;1;0;1;"PLANTA";"2/8/1999 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
1134;4;0,93;0,77;65;1,41;1,26;"3,782";103;0,87;0,72;1,92;1,73;4;4;4;4;4;4;2;2;3;3;3;3;4;4;2;2;4;4;4;4;2;1;4;4;;;1;2331;63;2;1;0;578;1;0;1;"PLANTA";"2/8/1999 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
1135;4;0,59;0,44;65;1,41;1,26;"3,782";103;0,87;0,72;-0,19;-0,25;4;4;4;4;4;4;3;4;4;4;1;3;3;4;4;4;4;4;4;3;2;1;4;3;;;1;2331;63;2;1;0;578;1;0;1;"PLANTA";"2/8/1999 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
1136;4;-1,34;-1,35;65;1,41;1,26;"3,782";103;0,87;0,72;-1,50;-1,44;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;4;4;;;1;2331;63;2;1;0;578;1;0;1;"PLANTA";"2/8/1999 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
1137;5;-1,36;-1,00;65;1,41;1,26;"3,782";103;0,87;0,72;-1,47;-0,79;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;2;1;4;4;"COMPROMISO Y DOMINIO DEL TEMA";;1;2336;63;6;1;0;578;1;0;1;"PLANTA";"2/8/1999 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
1138;4;0,58;0,34;106;0,57;0,30;"3,149";107;1,41;0,98;3,69;3,23;4;4;4;3;4;4;4;2;1;2;1;2;4;4;1;1;4;4;4;4;2;1;4;4;"ES LA PERSONA INDICADA POR QUE ES SU INVESTIGACION ES MUY ORDENADO Y CLARO";"NO DEJA TIEMPO PARA PROCESAR LA INFORMACION";0;805;63;10;1;0;584;1;0;1;"PLANTA";"3/2/1992 0:00:00";"TITULAR";"EXCLUSIVA";"MATEMATICAS"
1139;3;-1,63;-1,99;106;0,57;0,30;"3,149";107;1,41;0,98;-1,23;-1,79;4;4;4;4;4;4;4;4;4;4;;4;4;4;;4;4;4;4;4;2;2;4;4;"ORGANIZADO BUEN PROFESOR, BUEN MATEMATICO";;0;806;63;12;1;0;584;1;0;1;"PLANTA";"3/2/1992 0:00:00";"TITULAR";"EXCLUSIVA";"MATEMATICAS"
1140;3;1,29;0,66;106;0,57;0,30;"3,149";107;1,41;0,98;-1,22;-1,76;4;4;4;4;4;4;4;4;4;4;1;1;4;3;1;1;1;4;4;3;2;2;3;4;;;1;2328;63;1;1;0;584;1;0;1;"PLANTA";"3/2/1992 0:00:00";"TITULAR";"EXCLUSIVA";"MATEMATICAS"
1141;5;1,03;1,44;106;0,57;0,30;"3,149";107;1,41;0,98;0,15;0,77;4;4;4;3;4;4;3;4;4;3;3;2;4;3;1;1;3;3;3;4;2;2;4;4;;;1;2330;63;1;1;0;584;1;0;1;"PLANTA";"3/2/1992 0:00:00";"TITULAR";"EXCLUSIVA";"MATEMATICAS"
1142;5;0,15;0,52;106;0,57;0,30;"3,149";107;1,41;0,98;0,18;0,76;4;4;4;4;4;4;4;4;3;4;1;4;4;3;1;2;4;4;4;3;2;2;4;4;"CLARIDAD DE LA CLASE RELACION CON TODAS LAS AREAS DE LA MATEMATICA Y EN ESPECIAL APLICACIONES EN OTROS CAMPOS";"NO SE";1;2330;63;1;1;0;584;1;0;1;"PLANTA";"3/2/1992 0:00:00";"TITULAR";"EXCLUSIVA";"MATEMATICAS"
1143;5;-1,22;-0,86;106;0,57;0,30;"3,149";107;1,41;0,98;0,13;0,78;4;4;4;4;4;4;4;4;4;3;4;4;4;4;1;4;4;3;3;4;2;2;4;4;"SU AMPLIO MANEJO  DEL TEMA Y DE LS ULTIMAS TENDENCIAS  EN INVESTIGACION";;1;2330;63;1;1;0;584;1;0;1;"PLANTA";"3/2/1992 0:00:00";"TITULAR";"EXCLUSIVA";"MATEMATICAS"
1144;5;-1,78;-1,47;106;0,57;0,30;"3,149";107;1,41;0,98;-1,20;-0,74;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;2;2;4;4;"SABE DE CADA TEMA A PROFUNDIDAD GENERANDO UN APRENDIZAJE AMPLIO DE LA MATERIA";"NINGUNA";1;2330;63;1;1;0;584;1;0;1;"PLANTA";"3/2/1992 0:00:00";"TITULAR";"EXCLUSIVA";"MATEMATICAS"
1145;4;0,91;0,65;106;0,57;0,30;"3,149";107;1,41;0,98;-1,22;-1,34;4;4;4;3;3;4;3;4;4;4;3;3;4;3;1;1;4;3;3;3;2;2;4;4;"CONTROL TOTAL DE LOS TEMAS DE LA MATERIA";;1;2331;63;2;1;0;584;1;0;1;"PLANTA";"3/2/1992 0:00:00";"TITULAR";"EXCLUSIVA";"MATEMATICAS"
1146;4;1,15;0,90;106;0,57;0,30;"3,149";107;1,41;0,98;-1,21;-1,31;4;4;4;3;3;3;4;4;4;4;2;2;4;4;1;1;3;3;2;3;2;1;4;4;;;1;2335;63;6;1;0;584;1;0;1;"PLANTA";"3/2/1992 0:00:00";"TITULAR";"EXCLUSIVA";"MATEMATICAS"
1147;5;-1,13;-0,80;106;0,57;0,30;"3,149";107;1,41;0,98;-1,23;-0,72;4;4;4;4;4;4;4;4;4;4;1;4;4;4;4;4;4;4;4;4;2;2;4;4;"EXCELENTE CLARIDAD  CONCEPTUAL";"NINGUNA";1;2337;63;7;1;0;584;1;0;1;"PLANTA";"3/2/1992 0:00:00";"TITULAR";"EXCLUSIVA";"MATEMATICAS"
1148;5;-0,14;0,22;106;0,57;0,30;"3,149";107;1,41;0,98;-1,24;-0,72;4;4;4;4;4;4;4;4;4;4;1;4;4;4;1;1;4;4;4;4;2;2;4;4;;;1;2338;63;8;1;0;584;1;0;1;"PLANTA";"3/2/1992 0:00:00";"TITULAR";"EXCLUSIVA";"MATEMATICAS"
1149;4;0,50;0,63;2;-0,79;-0,60;"2,671";108;0,46;0,75;-0,45;-0,21;4;4;3;4;4;4;4;4;4;4;1;1;3;3;2;1;1;4;3;3;2;2;3;3;;;1;2387;76;4;1;0;585;1;0;1;"PLANTA";"22/3/1986 0:00:00";"TITULAR";"EXCLUSIVA";"MATEMATICAS"
1150;3;-0,12;-0,37;2;-0,79;-0,60;"2,671";108;0,46;0,75;-0,41;-0,83;4;4;4;4;2;4;4;3;4;4;1;3;4;3;2;2;1;3;3;4;2;2;4;4;;;1;2402;76;6;1;0;585;1;0;1;"PLANTA";"22/3/1986 0:00:00";"TITULAR";"EXCLUSIVA";"MATEMATICAS"
1151;3;-0,02;-0,29;2;-0,79;-0,60;"2,671";108;0,46;0,75;-1,68;-1,87;4;4;4;4;4;4;4;4;4;4;1;1;2;4;1;2;2;3;2;4;2;2;4;4;;;1;2402;76;6;1;0;585;1;0;1;"PLANTA";"22/3/1986 0:00:00";"TITULAR";"EXCLUSIVA";"MATEMATICAS"
1152;4;-0,15;-0,01;2;-0,79;-0,60;"2,671";108;0,46;0,75;-1,69;-1,46;4;4;4;4;3;4;3;4;4;4;2;2;4;4;2;1;1;3;3;4;2;2;4;4;;;1;2403;76;6;1;0;585;1;0;1;"PLANTA";"22/3/1986 0:00:00";"TITULAR";"EXCLUSIVA";"MATEMATICAS"
1153;3;-1,04;-1,27;2;-0,79;-0,60;"2,671";108;0,46;0,75;-1,68;-1,87;4;4;4;4;4;4;4;4;4;4;3;3;4;4;2;3;2;4;4;4;2;2;4;4;;;1;2414;76;7;1;0;585;1;0;1;"PLANTA";"22/3/1986 0:00:00";"TITULAR";"EXCLUSIVA";"MATEMATICAS"
1154;4;0,06;0,21;2;-0,79;-0,60;"2,671";108;0,46;0,75;1,26;1,43;4;4;4;3;3;4;4;3;3;4;1;2;4;4;1;1;1;4;4;4;2;2;4;3;;;1;2415;76;7;1;0;585;1;0;1;"PLANTA";"22/3/1986 0:00:00";"TITULAR";"EXCLUSIVA";"MATEMATICAS"
1155;5;-0,71;0,08;2;-0,79;-0,60;"2,671";108;0,46;0,75;-1,69;-0,77;4;4;4;4;3;4;3;4;4;4;2;2;4;4;3;3;4;3;3;4;2;2;4;4;;;1;2416;76;7;1;0;585;1;0;1;"PLANTA";"22/3/1986 0:00:00";"TITULAR";"EXCLUSIVA";"MATEMATICAS"
1156;4;0,08;0,21;2;-0,79;-0,60;"2,671";108;0,46;0,75;-0,41;-0,23;4;4;4;3;2;3;4;4;3;4;2;2;4;4;3;2;3;2;4;4;2;2;3;4;;;1;2425;76;8;1;0;585;1;0;1;"PLANTA";"22/3/1986 0:00:00";"TITULAR";"EXCLUSIVA";"MATEMATICAS"
1157;2;2,39;1,44;2;-0,79;-0,60;"2,671";108;0,46;0,75;4,82;3,26;4;4;2;2;2;2;2;2;1;2;1;1;2;2;2;1;1;3;3;3;2;1;1;1;;;1;2433;76;10;1;0;585;1;0;1;"PLANTA";"22/3/1986 0:00:00";"TITULAR";"EXCLUSIVA";"MATEMATICAS"
1158;4;0,15;0,28;2;-0,79;-0,60;"2,671";108;0,46;0,75;0,42;0,60;4;4;4;4;3;4;3;4;4;3;1;2;4;4;2;1;2;3;4;4;2;1;3;3;;;1;2435;76;10;1;0;585;1;0;1;"PLANTA";"22/3/1986 0:00:00";"TITULAR";"EXCLUSIVA";"MATEMATICAS"
1159;5;-1,85;-1,38;14;0,25;0,24;"3,192";109;0,85;0,87;-1,49;-0,77;4;4;4;4;4;4;4;4;4;4;;4;4;4;4;4;4;4;4;4;2;2;4;4;"BUEN PROFESOR, BUEN MATEMÁTICO :)";"NO VIDEO BEAM";0;862;76;12;1;0;587;1;0;1;"PLANTA";"9/3/1998 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
1160;4;0,27;0,25;14;0,25;0,24;"3,192";109;0,85;0,87;-0,18;-0,16;4;4;4;4;4;4;4;4;3;4;1;2;4;4;2;1;3;4;4;4;2;2;4;4;"MUCHA CLARIDAD A LA HORA DE MANEJAR LOS TEMAS";"NINGUNA";1;2329;63;1;1;0;587;1;0;1;"PLANTA";"9/3/1998 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
1161;4;1,02;0,99;14;0,25;0,24;"3,192";109;0,85;0,87;2,09;2,00;4;3;2;3;3;3;3;3;3;3;2;2;4;4;4;3;3;3;3;3;2;2;4;;;;1;2332;63;2;2;0;587;1;0;1;"PLANTA";"9/3/1998 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
1162;4;0,35;0,32;14;0,25;0,24;"3,192";109;0,85;0,87;-1,50;-1,38;4;4;4;4;4;4;4;4;4;4;1;1;4;3;2;1;4;3;4;4;2;2;4;4;"ES AMABLE Y EXPLICA BIEN";;1;2425;76;8;1;0;587;1;0;1;"PLANTA";"9/3/1998 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
1163;3;1,49;1,04;14;0,25;0,24;"3,192";109;0,85;0,87;-0,18;-0,75;4;2;4;3;2;4;4;4;4;4;1;3;3;3;3;2;2;3;4;3;2;2;3;3;;;1;2434;76;10;1;0;587;1;0;1;"PLANTA";"9/3/1998 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
1164;4;-1,53;-1,52;14;0,25;0,24;"3,192";109;0,85;0,87;-1,48;-1,39;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;2;2;2;2;1;4;4;"COMPROMISO Y PREPARACION DEL PROFESOR";"EN ESTAS MATERIAS TAN AVANZADAS SERIA BUENO UN MONITOR";1;2435;76;10;1;0;587;1;0;1;"PLANTA";"9/3/1998 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
1165;4;0,52;0,46;109;-2,79;-2,84;"1,98";114;-0,91;-0,99;-0,11;-0,17;1;2;1;2;2;2;2;2;4;4;1;2;1;4;4;2;3;3;3;3;2;1;2;3;;"LA IMPUNTUALIDAD Y LA COHERENCIA ENTRE LO EVALUADO Y LO EXPLICADO";0;819;66;1;1;0;592;1;0;1;"PLANTA";"21/1/2005 0:00:00";"AUXILIAR";"CATEDRA";"MATEMATICAS"
1166;5;-0,19;0,41;109;-2,79;-2,84;"1,98";114;-0,91;-0,99;0,75;1,78;2;2;2;2;3;2;3;3;3;3;1;3;2;3;4;3;3;3;3;3;2;2;2;3;"EL USO DE MANUALES DE LA SOA";"NO ES PUNTUAL, CANCELA UN NUMERO CONSIDERABLE DE CLASES , EN LA MAYORIA DE CLASES VA MUY RAPIDO , DA MUY POCO TIEMPO PARA LOS QUICES, ENVIA LOS TALLERES MUY ENCIMA DE LA FECHA DE ENTREGA";0;820;66;1;1;0;592;1;0;1;"PLANTA";"21/1/2005 0:00:00";"AUXILIAR";"CATEDRA";"MATEMATICAS"
1167;3;1,59;1,13;109;-2,79;-2,84;"1,98";114;-0,91;-0,99;0,61;-0,10;2;2;2;1;1;1;2;4;4;2;1;1;1;3;4;1;1;3;3;3;2;1;1;2;"PERMITE PROFUNDIZAR EN TEMAS RELACIONADOS CON LAS FINANZAS";"FALTA DE INTERES POR ENSEÑAR , IMPUNTUALIDAD , NO SE ACLARAN LAS DUDAS DE LOS ESTUDIANTES";1;2363;66;1;1;0;592;1;0;1;"PLANTA";"21/1/2005 0:00:00";"AUXILIAR";"CATEDRA";"MATEMATICAS"
1168;4;1,52;1,45;109;-2,79;-2,84;"1,98";114;-0,91;-0,99;2,92;2,75;1;1;1;1;1;2;1;2;3;1;1;1;1;2;4;4;4;4;3;3;2;1;2;2;;"FALTA UN POCO DE COHERENCIA EN LOS TEMAS VISTOS Y LAS EVALUACIONES APLICADAS, LA PUNTUALIDAD DEBERIA SER MEJOR";1;2364;66;1;1;0;592;1;0;1;"PLANTA";"21/1/2005 0:00:00";"AUXILIAR";"CATEDRA";"MATEMATICAS"
1169;4;0,25;0,19;109;-2,79;-2,84;"1,98";114;-0,91;-0,99;-0,84;-0,85;1;2;3;1;1;2;3;4;4;4;1;3;1;3;4;3;3;2;2;3;2;2;2;2;"NINGUNA";"HACE FALTA QUE TERMINE LOS EJERCICIOS Y ENSEÑE EL MANEJO DE LA CALCULADORA QUE PROMUEVE";1;2364;66;1;1;0;592;1;0;1;"PLANTA";"21/1/2005 0:00:00";"AUXILIAR";"CATEDRA";"MATEMATICAS"
1170;4;0,10;0,04;109;-2,79;-2,84;"1,98";114;-0,91;-0,99;-2,44;-2,37;1;2;3;2;3;2;4;4;4;4;3;3;1;2;2;2;2;3;4;4;2;1;2;4;"EL CURSO ESTA MUY BIEN ESTRUCTURADO Y EL MATERIAL DE ESTUDIO ES CLARO, LOS CONTENIDOS SE CUBRIERON EN SU MAYOR PARTE";"DURANTE EL DESARROLLO DE LA CLASE LOS CONTENIDOS SE ABORDARON MUY RAPIDO Y DE MANERA CONFUSA , IMPUNTUALIDAD CANCELACION DE CLASES SIN AVISO CON TIEMPO SUFICIENTE";1;2364;66;1;1;0;592;1;0;1;"PLANTA";"21/1/2005 0:00:00";"AUXILIAR";"CATEDRA";"MATEMATICAS"
1171;4;0,61;0,55;109;-2,79;-2,84;"1,98";114;-0,91;-0,99;0,60;0,51;1;3;1;1;3;1;2;4;4;2;1;2;1;2;4;4;3;3;3;3;2;1;2;2;;;1;2364;66;1;1;0;592;1;0;1;"PLANTA";"21/1/2005 0:00:00";"AUXILIAR";"CATEDRA";"MATEMATICAS"
1172;4;0,53;0,46;109;-2,79;-2,84;"1,98";114;-0,91;-0,99;1,89;1,75;2;2;2;2;2;1;3;2;3;3;1;1;1;3;4;3;2;3;3;3;2;1;2;2;"LOS CONTENIDOS SON INTERESANTES";"FALTA ESTRUCTURA Y EN ALGUNOS CASOS DINAMISMO";1;2364;66;1;1;0;592;1;0;1;"PLANTA";"21/1/2005 0:00:00";"AUXILIAR";"CATEDRA";"MATEMATICAS"
1173;4;-1,04;-1,09;109;-2,79;-2,84;"1,98";114;-0,91;-0,99;-0,58;-0,65;2;4;3;3;3;4;3;4;4;3;1;3;2;3;4;2;3;3;4;3;2;2;3;3;"CONOCIMIENTO DEL TEMA MANERA DE TRANSMITIR EN LECCION";"EN OCASIONES NO ATENDIO A PETICIONES DE ESTUDIANTES PARA RESOLVER DUDAS, FALTO A CLASE, Y LLEGABA TARDE";1;2440;76;11;1;0;592;1;0;1;"PLANTA";"21/1/2005 0:00:00";"AUXILIAR";"CATEDRA";"MATEMATICAS"
1174;5;0,29;0,92;68;-0,62;-0,59;"2,793";120;0,43;0,45;-1,71;-0,93;3;4;4;4;4;4;4;4;4;4;1;4;4;2;1;1;1;3;3;4;2;2;3;4;"TIENE MUCHOS CONOCIMIENTOS ACERCA DE LA ASIGNATURA Y SABE EXPLICARLOS";"NO AVISA CUANDO VA A FALTAR A CLASE";0;846;76;6;2;1;598;1;0;0;"PLANTA";"31/1/1997 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
1175;4;-1,10;-1,07;68;-0,62;-0,59;"2,793";120;0,43;0,45;-0,44;-0,42;3;3;4;4;4;4;4;4;4;4;3;4;4;4;1;4;4;;4;4;2;1;4;3;"ES UNA EXPERTA EN EL TEMA";"NINGUNA";0;860;76;10;2;1;598;1;0;0;"PLANTA";"31/1/1997 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
1176;4;-0,18;-0,16;68;-0,62;-0,59;"2,793";120;0,43;0,45;0,92;0,90;3;4;4;4;4;;4;1;3;4;1;2;4;4;1;1;;4;4;4;2;1;4;4;;;1;1336;26;9;1;0;598;1;0;0;"PLANTA";"31/1/1997 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
1177;4;0,84;0,83;68;-0,62;-0,59;"2,793";120;0,43;0,45;1,79;1,75;2;3;4;4;2;3;4;3;3;3;1;1;4;3;2;2;3;3;3;3;2;2;4;3;"CLARIDAD Y MANEJO DEL TEMA EN GENERAL";"NO ASISTIR A CLASES SIN UN AVISO A LOS ESTUDIANTES";1;1508;32;9;1;0;598;1;0;0;"PLANTA";"31/1/1997 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
1178;3;1,69;1,28;68;-0,62;-0,59;"2,793";120;0,43;0,45;1,14;0,42;2;4;3;4;2;3;3;3;4;3;1;1;2;4;1;1;1;2;2;3;2;1;3;3;"LA PROFESORA CLARA PRESENTA UN DOMINIO NOTABLE DE LOS TEMAS QUE CONSTITUYEN EL CUERPO DE LA ASIGNATURA";"EN OCACIONES NO TENEMOS CLASES Y ELLA NO SE ENCARGA DE AVISAR CON ANTERIORIDAD";1;1514;32;10;1;0;598;1;0;0;"PLANTA";"31/1/1997 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
1179;4;0,65;0,66;68;-0,62;-0,59;"2,793";120;0,43;0,45;1,81;1,74;2;3;4;4;4;3;3;3;3;3;1;2;4;3;2;3;3;2;2;2;2;2;3;3;;;1;2387;76;4;1;0;598;1;0;0;"PLANTA";"31/1/1997 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
1180;4;-0,37;-0,35;68;-0,62;-0,59;"2,793";120;0,43;0,45;-1,69;-1,56;4;4;4;3;4;4;4;4;4;4;1;2;4;4;1;1;4;4;4;4;2;2;4;4;;;1;2395;76;5;1;0;598;1;0;0;"PLANTA";"31/1/1997 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
1181;4;0,03;0,04;68;-0,62;-0,59;"2,793";120;0,43;0,45;-0,45;-0,45;2;3;4;4;3;4;4;4;4;4;2;3;4;3;3;2;4;4;4;4;2;2;;3;"CLARIDAD Y PACIENCIA PARA EXPLICAR";"NO ASISTE REGULARMENTE Y NO ANUNCIA SU AUSENCIA CON ANTERIORIDAD";1;2415;76;7;1;0;598;1;0;0;"PLANTA";"31/1/1997 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
